ID,label,tanggal,judul,narasi,nama file gambar
923582,0,28-Feb-18,"Tolak Gugatan, Hakim Tegaskan Nonpribumi Tak Boleh Punya Tanah di Yogya","Tolak Gugatan, Hakim Tegaskan Nonpribumi Tak Boleh Punya Tanah di Yogya",923582.png
924148,0,17-Nov-17,Micin Bikin Bodoh,Micin bikin bodoh? Mitos kaliâ€.,924148.jpg
924656,0,14-Apr-17,: Kapolda DKI Sebut Penyebab Penyerangan Novel Baswedan Karena Bisnis Hijab Online Sang Istri,Kapolda DKI Sebut Penyebab Penyerangan Novel Baswedan Karena Bisnis Hijab Online Sang Istri,924656.jpg
926721,0,15-May-20,Perkembangan Informasi Empat Ton Telur Bansos Pemprov Jabar Membusuk di Gudang Penyimpanan Bulog Garut,"â€œMemang kendalanya adalah lambatnya pendistribusian, ada komoditi yang sudah membusuk, seperti telur. Dari 4 ton kini kondisi yang busuk hanya 1,2 ton. Barang yang sudah tidak layak sudah dilakukan pergantian kembali,â€ ucapnya.",926721.jpg
930403,0,10-Okt-18,Sekte Kristen meniru Islam,Kristen Ortodoks Syiria,930403.jpg
930463,0,03-Okt-18,PT AHEB Nyatakan Torpedo Tak Mengandung Zat Benzo yang Sebabkan 56 Pelajar SMP 18 Pekanbaru Menyayat Tangannya,â€œProduk kami sangat aman dan dipastikan tidak,930463.jpg
931146,0,25-Jun-18,Foto wanita Iran yang menonton Piala Dunia tanpa hijab menjadi viral,Sebuah foto penggemar yang tampaknya biasa di Piala Dunia akan menjadi viral â€“ dan melihat lebih dekat pada gambar menunjukkan alasannya.,931146.png
931749,0,4-Mar-18,Polisi Bantah Akun @Cak_Luth Milik Tersangka Muslim Cyber Army,"Irwan menerangkan bahwa seluruh akun milik Lutfi yang diduga digunakan untuk penyebaran berita bohong (hoax) maupun konten berisikan ujaran kebencian telah disita seluruhnya oleh penyidik. Dari yang berhasil diamankan tidak ada akun atas nama @Cak_Luth. â€œSemua akun Lutfi kita sudah sita, berarti ada orang mengatasnamakan Lutfi berarti â€ imbuh Irwan.",931749.png
933072,0,7-Feb-17,Teori Flat Earth Bukanlah Hoax,"Teori Bumi Datar/Flat Earth (FE) bukanlah hoax. Ia adalah bagian pengetahuan manusia di zaman dahulu, ketika perkembangan ilmu dan instrumen masih sangat terbatas untuk memahami fenomena alam yang ada. Seiring dengan perkembangan waktu, budaya dan pengetahuan manusia, mulailah ditemukan bukti empiris bahwa bumi itu bulat lonjong, dan bukti secara langsung telah didapatkan ketika manusia sudah berhasil melihat bumi dari luar angkasa",933072.jpg
933155,0,21-Jan-17,Bentrokan Warga dan PT Sindoka,Tolong Pak Jokowi Kenapa petani ini disiksa seperti ini Apakah polisi di dibayar dengan PT sadoka sampai-sampai dia disiksa seperti ini Tolong sebarkan ini Biar mata masyarakat melihatnya Bagaimana perlakuan polisi terhadap petani,933155.jpg
933224,0,6-Jan-17,: Petani Lombok Temukan Pupuk Berlogo Palu Arit,"Petani Lombok Tengah geger sekaligus resah dengan beredarnya pupuk berlogo mirip palu dan arit atau diduga mirip dengan lambang PKI. Sekretaris Daerah (Sekda) Lombok Tengah H Muhammad Nursiah mengatakan, akan segera mengusut tuntas dari mana pupuk tersebut bisa masuk di daerah Tatas Tuhu Trasna",933224.jpg
933700,0,12-Apr-16,"Jakarta Berduka, Jokowi dan Ahok Harus Bertanggungjawab","Jakarta berduka, Jokowi dan Ahok harus bertanggung jawab!",933700.jpg
938347,0,26-Nov-18,"Klarifikasi Polri Terkait Isu Jenderal Tito ke Mekkah, Arab Saudi","Hoaks. Sumbernya nggak jelas. Jangan mudah terpancing sama info-info yang tidak jelas sumbernya,",938347.png
939342,0,25-Jun-18,SMS yang bertuliskan Coblos Khofifah-Emil for Amien Rais Presiden 2019!,Demi Amien Rais presiden 2019 coblos Khofifah-Emil,939342.jpg
940457,0,29-Nov-17,Garam dan Air Ludah Untuk Memecahkan Kaca Mobil,"Just info :
garam dan air ludah dapat menjebol kaca mobil dengan mudah,Jenis garam yang digunakan adalah Al2O3/alumina
Sejenis garam/mineral pada material keramik non silikat, punya tingkat kekerasan 1 level dibawah intan mineral terkeras, (alumina 9, intan 10 skala Mohs) sehingga bisa merontokan kaca mobil tanpa suara..
Air liurnya digunakan utk melengketkanâ€™ alumina tersebut..
Kesimpulannya: jangan pernah menaruh barang berharga di dalam mobil.. Dalam keadaan apapun
Dapat dari lapak sebelah biar tau kejahatan pecah kaca mobil itu seperti apa, waspadalah!!â€",940457.jpg
943794,0,16-Mar-20,Perubahan Status Positif Corona Pegawai Telkom yang Meninggal di RS Cianjur,"Pemeriksaan menjadi positif nggak bisa sekali periksa langsung positif. Beberapa kasus PDP (pasien dalam pengawasan), kita memeriksa 2 hingga 3 kali baru ketahuan dan positif COVID-19",943794.png
947071,0,3-Sep-18,Transjakarta Bantah Kini PNS DKI Jakarta Mesti Bayar,"â€œTidak ada perubahan, masih gratis,â€ ujar Kepala Humas PT Transportasi Jakarta, Wibowo, Kamis (30/8).",947071.jpg
947432,0,9-Jul-18,Kemenhub Beri Klarifikasi Atas Kabar yang Menyebutkan Ada 2 Pegawai Ditahan Usai Kebakaran di Gedung Kemenhub,Hanya prosedur terkait dengan kepolisian itu yang terjadi. Jadi dua kawan ini dimintai keterangan,947432.png
947524,0,26-Jun-18,"Mantan Ketua DPD Gerindra Kaltim, Bantah Pernah Buat Materi Kampanye Ingat Burungnya","Itu biasa. Kampanye-kampanye kan biasa, itu kan bahasa-bahasa kecebong itu,",947524.png
949995,0,12-Jul-16,: Kaos Kaki Jokowi,"â€œLagi-lagi terbukti, Shalat di Padang cuma pencitraan. Bahkan shaf sengaja dimundurkan agar wartawan mudah memotret adegan shalatnya.",949995.jpg
955224,0,7-Sep-18,ISU PENCULIKAN DISERTAI PEMERKOSAAN TERHADAP REMAJA DI BALIKPAPAN TIDAK TERBUKTI,"Kapolres Balikpapan AKBP, Wiwin Firta : Hasil visum et repertum negatif. Yang bersangkutan (Mekar) bukan korban penculikan atau kekerasan seksual seperti yang selama ini beredar di media sosial,â€",955224.jpg
956189,0,26-Mar-18,KPK Tidak Pinjam Uang Rp. 5 miliar ke Probosutedjo,"â€œLihat dari amar putusan itu uang untuk negara. Jadi enggak ada uang Rp 5 miliar itu ke KPK,â€ kata Wakil Ketua Komisi Pemberantasan Korupsi (KPK) Laode Muhammad Syarif,",956189.png
956256,0,15-Mar-18,"HEBOH GAS MURAH DI ALJAZAIR, KEMENTERIAN ESDM BERIKAN KLARIFIKASI","HEBOH GAS MURAH DI ALJAZAIR, KEMENTERIAN ESDM BERIKAN KLARIFIKASI",956256.jpg
956671,0,31-Dec-17,Warga Ngamuk Ancam Hancurkan Balaikota Jika Anies Tidak Hentikan Kebijakan Baru Ditanah Abang,"Warga Ngamukâ€™ Ancam Hancurkan Balaikota Jika Anies Tidak Hentikan Kebijakan Baru Ditanah Abang
Pertama di Indonesia Seorang Pejabat Daerah Gubernur DKI
JAKARTA IBUKOTA REPUBLIK INDONESIA di Gablak Goblokin Secara Vulgar terutama di Dunia Maya, Sosmed itu Kejam ya Seperti JKT58 tidak kalah kejamnya di Dumay maupun di dunia nyata membantai Pendukung lain yang gak sesuai dengan kemauannya Pendukung Anies yang ada selalu hanya sumpah serapah. doa-doa yang buruk..Pilih Seiman Surga tidak pilih Anis Ahli Neraka. Mungkin ini Alam sedang Bicara dan menjawabnya ?! Pak Anies Tidak lagi Bersombong Ria dan Merasa Paling Hebat.
World News Makers",956671.png
957020,0,3-Nov-17,Saracen mungkin telah ditutup tapi Indonesia masih perlu rencana untuk menurunkan generator berita palsu lainnya.,Saracen may have been shut down but Indonesia still needs a plan to take down other fake news generators,957020.png
957319,0,2-Jul-17,": Kiddle, Mesin Pencarian Oleh Google Untuk Anak-Anak yang Mendukung LGBT","Kiddle, Mesin Pencarian Oleh Google Untuk Anak-Anak yang Mendukung LGBT",957319.jpg
957506,0,3-Mar-17,Polisi Tangkap Perekayasa Chat Hoax Kapolri dan Kapolda Jabar,Polisi Tangkap Perekayasa Chat Hoax Kapolri dan Kapolda Jabar,957506.jpg
958698,0,4-Aug-20,Radio Elshinta: Kasus Prank Daging Kurban Isi Sampah,"Bersama Aribowo Sasmito, Co-Founder & Ketua Komite Pemeriksa Fakta MAFINDO",958698.png
963244,0,03-Okt-18,Tim Kampanye Jokowi-Maruf Laporkan Akun Facebook ke Polisi,"""masak orang seperti ini pantas sebagai presiden""",963244.jpg
963517,0,23-Agu-18,BMKG: Informasi LIPI soal Gempa Jawa Dipelintir,"Lempeng Jawa Terus Bergerak, LIPI Ingatkan Potensi Gempa",963517.jpg
965658,0,13-Mar-17,Permen Dot Narkoba,Permen â€˜Dotâ€™ Narkoba,965658.png
965918,0,24-Jan-17,Buku Berkonten Sekolah Komunisme,"Konten itu muncul dalam buku kisi-kisi untuk mata pelajaran Bahasa Inggris pada halaman 16 dengan judul New Mentor: Rahasia Cerdas Membedah Kisi-kisi UN Bahasa Inggris SMA/MA 2016 dengan tebal 170 halaman. Dalam latihan soal, dimuat teks berjudul Announcing The Robert S. Kenny Prize dengan gambar palu arit",965918.jpg
965954,0,9-Jan-17,Surat Terbuka KM ITB,"Beredar surat terbuka dengan judul â€˜Pemerintah: Berhenti Serampangan Kelola negara!â€™ mengatasnamakan Keluarga Mahasiswa ITB. Surat tersebut mengkritisi kebijakan Presiden Republik Indonesia Joko Widodo. Ada lima poin yang dikritisi dalam surat terbuka tersebut, yakni mengenai kenaikan bahan bakar minyak (BBM), mengenai pencabutan subsidi listrik 900VA, mengenai masa depan hilirisasi minerbapaska rencana perubahan keempat PP 23/2010, mengenai kenaikan harga STNK, TNBK, dan BPKB, dan terakhir mengenai kerukunan nasional dan konflik horisontal di masyarakat.",965954.png
966193,0,27-Nov-16,Santunan Duta Besar China Kepada PBNU,DUBES CHINA BAWA DUIT,966193.jpg
968394,0,14-Mar-20,Malware AZORult di Aplikasi Palsu Peta Sebaran COVID-19,"malware tertanam di dalam file yang diberi nama Corona-virus-Map.com.exe. File ini merupakan jenis Win32 EXE dengan ukuran payload 3,26MB.",968394.png
973824,0,8-Apr-17,Kiat untuk Mengenali Berita Palsu,"Jangan langsung percaya dengan judul. Kabar berita palsu sering kali memiliki judul yang menarik yang ditulis dalam huruf besar dan dengan tanda seru. Jika klaim mengejutkan dalam judul kelihatannya tidak dapat dipercaya, maka kemungkinannya memang begitu.",973824.jpg
974055,0,31-Jan-17,: Waspadai Buah Naga Oplosan,"Mengkonsumsi Buah Naga perlu kejelian dalam memilih buah yang aman dikonsumsi, karena sudah banyak beredar buah naga yang diberi hormon oplosan dalam proses membesarkan buah",974055.jpg
71,1,17-Aug-20,Pemakaian Masker Menyebabkan Penyakit Legionnaires,A caller to a radio talk show recently shared that his wife was hospitalized n told she had COVID n only a couple of days left to live . A doctor friend suggested she be tested for legionnaires disease because she wore the same mask every day all day long . Turns out it WAS legionnaires disease from the moisture n bacteria in her mask . She was given antibiotics n within two days was better . WHAT IF these â€˜spikesâ€™ in COVID are really something else due to â€˜mask induced infectionsâ€™ .??ðŸ¤”ðŸ¤”ðŸ¤”,71.jpg
461,1,17-Jul-20,Instruksi Gubernur Jateng tentang penilangan  bagi yg tidak bermasker di muka umum Rp.150.000 menggunakan e-tilang Via apps PIKOBAR,Yth.Seluruh Anggota Grup Sesuai Instruksi Gubernur Jawa Tengah Hasil Rapat Tim Gugus Tugas Covid 19 Jateng sbb:,461.png
495,1,13-Jul-20,Foto Jim Rohn: Jokowi adalah presiden terbaik dlm sejarah bangsa Indonesia,"Jokowi adalah presiden terbaik dlm sejarah bangsa Indonesia. Jim Rohn, motivator terbaik dunia",495.png
550,1,8-Jul-20,"ini bukan politik, tapi kenyataan Pak Jokowi berhasil memulangkan 11,000 Triliun uang negara dari Swiss.","Maaf Mas2 dan Mbak2, ini bukan politik, tapi kenyataan Pak Jokowi berhasil memulangkan 11,000 Triliun uang negara dari Swiss. 11ribu Triliun siap di bawa balik ke Indonesia.RUU Treaty on Mutual Legal Assistance in Criminal Matters between the Republic of Indonesia and The Swiss Confederation (MLA RI-Swiss) resmi disahkan DPR RI tanggal 3 juli 2020. Dengan demikian proses konstitusi menarik dana di Swiss sudah selesai. Perjuangan yang panjang menghadapi ex koruptor yang bersenggama dengan agama. Terimakasih para kadrun yang terus nyinyirian kapan uang 11.000 triliun kembali ke Indonesia. Tanpa anda nyinyir, rasanya sulit RUU itu bisa disahkan oleh DPR. Pemilik 84 rekening gendut siap siap gigit jari . Mungkin tekanan ke Pak Jokowi makin kencang. ini baca beritanya",550.png
681,1,24-Jun-20,Foto Kadrun kalo lihat foto ini panas dingin,Kadrun kalo lihat foto ini panas dingin . .,681.jpg
736,1,17-Jun-20,event promo smartphone JNE 2020 spesial di bulan juni,"selamat siang teman teman fb ku semuanyaðŸ¤©,cuman mau memberi informasi dan rezeky gak kemana yaðŸ˜Š, kemarin saya mengikuti event promo smartphone JNE 2020 spesial di bulan juni ini dan saya mesan smartphone VIVO V15 PRO cuman seharga Rp.900.000-,gak nyangka cuma seharga Rp.900.000 aku bisa mendapat hp VIVO V15 PRO ðŸ˜,bagi teman teman fb ku yg penasaran atau mau ikutan INBOX AJA WA ADMINNYA 0823-7142-9***",736.png
1161,1,5-May-20,MEREKA SUDAH MEMPERSIAPKAN DIRI DENGAN BAIK UNTUK MENGUASAI NEGRI INI!,LIHATLAH MEREKA SUDAH MEMPERSIAPKAN DIRI DENGAN BAIK UNTUK MENGUASAI NEGRI INI!,1161.png
1597,1,24-Mar-20,Foto Presiden Italia menangis karena tak cukup lahan untuk mengubur 700an korban corona per hari,Italia punya fasilitas perawatan kesehatan tercanggih tapi semuanya gagal mengendalikan corona karena awalnya itu hanya dianggap sekadar lelucon dan sekarang presiden mereka menangis karena tak cukup lahan untuk mengubur 700an korban corona per hari (mungkin hari ini sudah lebih dari 700).,1597.png
2098,1,9-Jan-20,"Kapolres Timor Tengah Utara , Nusa Tenggara Timur  Beri Klarifikasi Terkait Video Polisi Diamkan Korban Kecelakaan",Polisi goblok. Bukanya cpetâ€ d tolongin malah d liati aja,2098.jpg
2226,1,24-Dec-19,Video Polisi china telah menganiaya wanita uighur lehernya di cekik pake kaki,"Polisi china telah menganiaya wanita uighur lehernya di cekik pake kaki ,melek tu yg bilang tidak ada penganiayaan Dan Ham diam seribu bahasa â€¦ Seolahâ€ polisi itu berkata liat nanti giliran anda sama orang di sekitarnya biadab",2226.png
2588,1,13-Oct-19,"Akhirnya, Jokowi bersedia mengundurkan diri","Akhirnya, Jokowi bersedia mengundurkan diri.
 Gue harus siap2 nih",2588.png
2875,1,26-Aug-19,Info Jalur Rawan Begal dan Himbauan Untuk Tidak Keluar Malam Oleh Kapolres Cianjur,"Begal sudah mulai merambat ke wilayah CIANJURâ€¦!!!
 Wilayah rewan begal antara lain, d harapkan waspada penuh terutama d malam hariâ€¦
 01. jalur gekbrong arah sukabmiâ€¦
 02. Cibeber dari arah campaka sampe
 cilaku.",2875.jpg
2987,1,29-Jul-19,Dirut PT Agung Podomoro Land Cosmas Batubara Meninggal Dunia,"Turut berduka cita atas
 meninggalnya Pejuang Angkatan 66 Bapak Cosmas Batubara hari Sabtu 27 Juli 2019 pukul 15.00 WIB. Semoga Yang Maha Kuasa mengampuni segala dosanya dan mendapat tempat yang layak disisi Nya.. Aamiin.",2987.png
3571,1,20-Apr-19,SBY Sudah Telepon Moeldoko Suruh Jokowi Akui Kekalahan,"Bantu sebar ya
Pak SBY sudah telpon Moeldoko, suruh JKW akui kekalahan. Ini info dari seorang jenderalâ€¦ Jadi gak usah pada gusar & panik lagi ya pejuang-pejuang 02
INFO VALID",3571.png
3862,1,2-Mar-19,Foto Anak Rohingya Disiksa Komunis,Relakah anak cucu kita dibikin seperti anak2 rohingya ini ketika Komunis berkuasaâ€¦???,3862.jpg
4081,1,25-Jan-19,orang Cina punya KTP Cilacap atas nama Karsono,"Ini kejadian di PLN PLTU Cilacap Bunton Adipala, orang Cina tidak bisa berbahasa Indonesia apalagi bahasa jawa Banyumasan tp punya KTP Cilacap atas nama Karsono, payah kie Camat dan Bupatine
Kalau bener2 terjadiâ€¦ðŸ˜­ðŸ˜­ðŸ˜­",4081.png
5836,1,14-Apr-18,Fadli Zon : Semua Warga Indonesia Yang Tidak Pilih Prabowo Di Pilpres 2019 Akan Kami Usir Dari Indonesia,Fadlizon: Semua warga Indonesia yg tdk pilih Prabowo di Pilpres 2019 akan km usir dr Indonesia. Serius ini si Zonk?! https://t.co/jVjxC0jhmp,5836.png
5994,1,14-Mar-18,Pesan Berantai Undian Berhadiah Dari Kementerian Tenaga Kerja Untuk Pekerja Migran Indonesia  di Hongkong,"INFORMASI RESMI DARI DEPNAKER REPUBLIK INDONESIA !!!!!
 Selamat Anda Terpilih Mendapatkan PENGHARGAAN sebesar NT $. 350.000 dari DEPARTEMEN KETENAGA KERJAAN INDONESIA. Sebagai Pahlawan Devisa Negara terbaik Tahun 2017-2018. Kode registrasi TWN37589
 Hubungi Call office:
 +62853-9313-1245
 A/n HARYONO
 Atau kunjungi Alamat Website:
 www.DEPNAKER.yolasite.com
 1. Bagi anda penerimah pemberitahuan ini melalui Telephone atau Sms Whatsapp. Berarti telah resmi mendapatkan penghargaan tersebut tanpa diundi lagi.
 2. Penghargaan Depnaker Bebas Biaya dan telah mendapat sertifikat Bebas pajak dari pemerintah Republik Indonesia.
 3. Pengurusan Penghargaan telah mendapat Pengawasan dari Kepolisian Negara Republik Indonesia dumaksudkan untuk menghindari hal-hal Negatif.
 Peringatan:
 HATI HATI PENIPUAN BILA DALAM PENGURUSAN ANDA DIMINTAI BIAYA, DARI OKNUM OKNUM YANG TIDAK BERTANGGUNH JAWAB. TANPA SEPENGETAHUAN DARI PIHAK DEPNAKER RI.
 pengirim:
 Depnaker Ri.
 73538373777",5994.png
6503,1,11-Dec-17,Indonesia di Penuhi PKI,Hahhahhahahhaha indonesia di penuhi pki â€¦gimanah nih pa kowiâ€¦..,6503.jpg
6836,1,12-Oct-17,Demo dan Konflik antara Ojek Online dengan Angkutan Umum di Bandung,"Prediksi Besok Bandung kota. Besok Di sinyalir ada Dua Kubu besar 1.Demo lg besarâ€an 2.Ojek Online gabungan Mau Kumpul Minta Tggung jawab ke kubu Angkot Gabungan, Soalnya Di jl.bkr Grab ojek Di Tabrak Sngaja sampe Mati, Di buah batu grab Mati Jg Di Tabrak Angkot, Di karapitan Grab jg Di Gebukin Angkot, Ada jg ojek online Yg Hilang Ga ada kabar.....",6836.jpg
7914,1,13-Jul-16,: Hati -hati Panggilan Telpon Nomor Tidak Dikenal !!,Hati -hati Panggilan Telpon Nomor Tidak Dikenal !!,7914.jpg
8176,1,15-Sep-15,Larangan anti-miras di Minimarket ditiadakan oleh rezim Jokowi paska Gobel,"Pada 16 April lalu, Menteri Perdagangan Rachmat Gobel memberlakukan kebijakan larangan penjualan minuman beralkohol alias minuman keras di minimarket seluruh Indonesia. Namun, larangan yang tertuang dalam Peraturan Menteri Perdagangan (Permendag) Nomor 06/M-DAG/PER/1/2015 tentang Pengendalian dan Pengawasan terhadap Pengadaan, Peredaran, dan Penjualan Minuman Beralkohol itu kini akan diubah.",8176.jpg
8330,1,11-Aug-20,Corona adalah hoaks,CORONA IS A HOAX,8330.jpg
8508,1,28-Jul-20,Kapal Kargo Pengangkut Kadrun tenggelam di Laut China Selatan,"Kapal Kargo dari Indonesia tujuan ke China dilaporkan tenggelam di Laut China Selatan pada Sabtu malam pukul 22:00 waktu setempat akibat kebocoran lambung Kapal. Kapal tersebut mengangkut Kadrun tujuan China dengan tujuan sebagai objek percobaan Vaksin Covid-19, dimana harga monyet di China sangat mahal sementara harga Kadrun bisa 10 kali lebih murah dari harga monyet. Sampai saat ini masih dalam penyelidikan Otoritas Tiongkok mengenai sebab kecelakaan fatal tersebut.",8508.png
8624,1,20-Jul-20,Foto Gubernur Anies sedang Makan dengan Sekumpulan Orang Jawa Tulen,"Terlihat sekumpulan orang Jawa tulen yang sedang menyantap kuliner khas Jawa, berupa nasi samin, kebab, buaya panggang, dan minumannya tentu fifis onta segar.. Percakapan dari mereka pun memakai bahasa Jawa halus alias kromo inggil pula..Seperti, ana, akhi, antum, afwan, dan lain lain.. Hmmm, sungguh mengagumkan sekali bukan? Nb : Seng wani protes PKI.. Opo kowe Bong? ,",8624.jpg
8636,1,19-Jul-20,Mulan Jameela Undur Diri dari DPR RI,Nah Mundur lebih terhormat daripada di pecat !! Hayo yang lain Monggo mengundurkan diri saja kalau merasa tidak sanggup dan tidak becus kerjanya ..!!!,8636.jpg
8873,1,24-Jun-20,"Video FKPPI dari Bandung sudah berkumpul di Monas, siap siaga apabila RUU HIP di-syahkan oleh DPR","*FKPPI dari Bandung sudah berkumpul di Monas, siap siaga segala kemungkinan terjadi apabila RUU HIP di-syahkan oleh DPR.* *Revolusi jihad mati syahid atau hidup mulia, bela negara dari ancaman Komunisme..!*â€",8873.png
8983,1,11-Jun-20,30 Pembantu Baru Positif Corona di Penjaringan,Pembantu yang baru datang 30 Orang di tes semuanya positif Corona,8983.jpg
9226,1,14-May-20,Foto SUDJIATMI DISIKSA DI ALAM BARZAKH,"SUDJIATMI DISIKSA DI ALAM BARZAKH Hj. Sudjiatmi ( Ibu Presiden Jokowi) Tersiksa di alam kubur secara sadis, secara brutal dan sangat kejam. Tanpa ampunan. Disaat tgl. 25 april 2020 bulan lalu Jenazah H. Sudjiatmi di semayamkan ke alam kubur, entah tiba2 hanya seorang yang belum beranjak dari makamnya. Beliau ternyata Presiden Joko Widodo.",9226.png
9299,1,9-May-20,Berdamai dengan Corona yang Dimaksud Jokowi adalah Pemerintah Telah Kalah dan Menyerah,"ASTAGHFIRULLAH, KEMARIN â€œBERSAMA KITA LAWAN VIRUS CORONAâ€ SEKARANG â€œAYO KITA BERDAMAI DNGN VIRUS CORONAâ€ ARTINYA PEMERINTAH TELAH KALAH DAN MENGIBARKAN BENDERA PUTIH TANDA MENYERAH.â€",9299.jpg
9522,1,20-Apr-20,Penerima Stiker pada Pesan Whatsapp Dikenakan Sejumlah Biaya,"Tahukah teman2 ku di group iniâ€¦ Kenapa menggunakan stiker, menguntungkan pembuat nya,, Setiap stiker atau gambar yg saudaraku krmkan di wa ini pembayarannya dibebankan kpd yg menerima Rp.250,-.",9522.png
9963,1,12-Mar-20,Foto  Mahfud MD Mengaku Mirip Ashraf Ingin Nikahi BCL,Mengaku Mirip Ashraf Pria ini Ingin Nikahi BCL,9963.png
10015,1,1-Mar-20,"Telah diculik Umur anak 5 bulan, Kejadian d Angkot lebak bulus parung Ibunda si bayi dihipnotis","Telah diculik Keponakan Dari ibu yulianah
 Umur anak 5 bulan
 Jenis kelamin perempuan
 Kejadian d Angkot lebak bulus parung
 Ibunda si bayi dihipnotis d Angkot, Diturunkan di pondok cabe oleh pelaku.penculikan
 Kejadian Hari sabtu 29feb 2020 sekitar jam 16.00",10015.png
10122,1,12-Feb-20,Virus Corona Sudah Sampai di Apartemen Taman Anggrek,"Dapet Info dari Client, Virus Corona udah sampe sini. di Apartement TA udah ada org wuhan yg kena tp management tutup2i. Supaya mall bs beroperasi dan mrk ga rugi. barusan bgt dpt info dr client saya yg suaminya org cina, mrk ada komunitas org cina di indo dan mrk kasih tau utk jauhi apartement TA dan sekitarnya",10122.jpg
10150,1,6-Feb-20,Presiden Cina Xi Jinping Mengunjungi Masjid dan Meminta Umat Islam Berdoa Untuk Negeri yang Sedang Dilanda Krisis,Presiden Cina xi jinping mengunjungi masjid dan meminta umat Islam untuk berdoa di negara yang sedang dilanda krisis ini. Kami membutuhkan bantuan Anda.,10150.jpg
10288,1,10-Jan-20,Pesan Berantai Biaya Tilang Baru,"BIAYA tilang terbaru di indonesia: Kapolri baru mantap
 
 1. Tidak ada STNK
 
 Rp. 50,000
 
 2. Tdk bawa SIM
 
 Rp. 25,000
 
 3. Tdk pakai Helm
 
 Rp. 25,000",10288.jpg
10377,1,30-Dec-19,Video Jokowi Mulai Pucat SBY Ungkap Pelaku Korupsi,â€˜JOKOWI MULAI PUC4Tâ€™ SBY UNGK4P P3L4KU K0rup51 Jiwasraya Diduga Orang Belakang JOKOW1 (HEBOH),10377.jpg
10439,1,20-Dec-19,All Jakarta Water Park,PERKENALKAN: ALL JAKARTA WATER PARK,10439.png
10542,1,3-Dec-19,Pergantian Kartu Keluarga Warga DKI Jakarta,"Dinas Dukcapil Jakarta tidak mewajibkan warga Jakarta mengganti KK lamanya dengan tenggat waktu. Imbauan untuk segera memutakhirkan data memang terus didorong pemerintah, terutama input data status pernikahan, golongan darah, dan susunan anggota keluarga.",10542.png
10580,1,27-Nov-19,usus ibunya dimakan oleh Bayi ini,"Bayi ini 11 bln dlm perut ibunya.
 Habis usus ibunya dimakan oleh Bayi ini, kemudian dokter mengoprasi ibunya untuk mengeluarkan Bayi iniâ€¦ Ketika Bayi ini keluar, dia gigit tangan perawatâ€¦ Setelah 3 jam si Perawat meninggal, IBU Bayi ini pun meninggal setelah Bayi ini keluarâ€¦ Bayi ini lahir dgn berat 8 kg, setelah 3 jam bertambah naik beratnya menjadi 13 kgâ€¦ Bayi ini lahir hari jumat, tidak tahu Allah ingin kasi peringatan apa untuk kita semuaâ€¦ Bayi ni kemudian dibunuh, dokter memberinya suntik mematikan sampai 17 kali baru bayi ini matiâ€¦ Ini kisah benar-benar terjadi di Indiaâ€¦ Wallahu Aâ€™lam",10580.png
10772,1,15-Oct-19,Foto awan mengerikan di Jepang,"Ngeri si, semoga tmn2 yg ada disana selamat amin yrb #PrayForJapan",10772.png
10927,1,19-Sep-19,Narasi Presiden Korea Utara menghukum pejabatnya yang korupsi,"Presiden Korea Utara menghukum pejabatnya yang terlibat dalam kasus korupsi dihadapan para awak media cetak dan elektronik.
 
 Caranya ?
 Berrjalan bergandengan tangan laluâ€¦
 Plung ! Dibawahnya kandang BUAYAâ€¦â€¦!!! Luaaaar biasaaaâ€¦!!!",10927.png
10963,1,14-Sep-19,Almarhum Habibie di Formasi Jas Merah Mob UMM,"Adapun formasi tersebut adalah merah-putih, KH Ahmad Dahlan, Logo UMM, Students Today, Leaders Tomorrow, Peta Indonesia, dan Pray for Lombok.",10963.png
11139,1,9-Aug-19,Petugas Tewas Tersetrum Ketika Melakukan Perbaikan Listrik,KECAMATAN PEDURUNGAN,11139.png
11725,1,23-Apr-19,TV Luar Negeri Sudah Memberitakan Prabowo The Next Presiden,TV Luar Negeri Sudah Memberitakan Prabowo The Next Presiden,11725.png
11785,1,16-Apr-19,Ketua KPU Umroh Bareng Jokowi,"ANEH !! MENJELANG HARI H PEMILU KOQ BISA2NYA KETUA KPU UMROH BARENG JOKOWI ??? PADAHAL BANYAK MASALAH DI KPU SAAT INI TERUTAMA DI KPLN.
BUKANKAH INI PELANGGARAN ???",11785.png
12104,1,21-Feb-19,Tiket Promo Kereta Api Hut BUMN 21,"jalan2 naik kereta yuuuuk
 
 Hayo jalan2â€¦ Tiket KA Promoâ€¦",12104.jpg
12496,1,25-Dec-18,Simulasi orang Gila di bawa ke TPS saat pemilu nanti,Simulasi orang Gila di bawa ke TPS saat pemilu nanti.Pertama terjadi Di Dunia.!,12496.png
12530,1,18-Dec-18,BROADCAST WHATSAPP INFO TEST SELEKSI GTT/PTT,"Tabe.. Siapa tahu ada keluargata yg guru SMA, ini ada info",12530.png
12594,1,3-Dec-18,Puan Maharani Buka Posko Logistik di Reuni 212,"INFO. BUAT ALUMNI 212 HARAP HINDARI POSKO 14 DI MONAS, POSKO 14 MILIK PUAN MAHARANI YANG MENUJU KE ISTIQLAL. SEBARKAN AGAR JAMAâ€™AH YANG LAIN TAU",12594.png
